car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,lat,lon,lat_rad,lon_rad
SK87,BLK 448 SENGKANG WEST WAY,32429.5956,41673.2254,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.39314544,103.873122,0.024314975,1.812927983
SK88,BLK 451 SENGKANG WEST WAY,32538.8707,41769.3259,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.394014517,103.8741039,0.024330143,1.812945121
SK89,BLK 326 ANCHORVALE ROAD,34146.3004,41863.1893,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.394863083,103.888548,0.024344953,1.813197218
SK9,BLK 146A RIVERVALE CRESCENT,36079.7857,41414.8039,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.390807594,103.9059218,0.024274172,1.813500448
SK90,BLK 332 ANCHORVALE LINK,34570.2904,41861.2936,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.394845846,103.8923579,0.024344653,1.813263713
SK91,BLK 281 SENGKANG EAST AVE,34477.2956,40826.5256,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.385487845,103.891522,0.024181325,1.813249124
SK92,BLK 279 SENGKANG EAST AVE,34630.7775,40899.9535,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.386151863,103.8929012,0.024192914,1.813273195
SK93,BLK 453 FERNVALE ROAD,32681.0825,41760.0347,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.393930468,103.8753818,0.024328676,1.812967424
SK94,BLK 329 ANCHORVALE STREET,34234.9599,42028.5626,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.396358633,103.8893447,0.024371056,1.813211123
SK95,BLK 334 ANCHORVALE CRESCENT,34291.9886,42206.0484,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.39796373,103.8898572,0.02439907,1.813220068
SK96,BLK 440 FERNVALE LINK,33000.3795,41646.8467,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.392906789,103.8782509,0.02431081,1.813017499
SK97,BLK 350 ANCHORVALE ROAD,33889.5864,41641.0117,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,1.392853852,103.8862412,0.024309886,1.813156956
SK98,BLK 414 FERNVALE LINK,33203.9599,41279.686,BASEMENT CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.3895863,103.8800802,0.024252856,1.813049427
SK99,BLK 468 FERNVALE LINK,33030.9745,42101.3707,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.397017314,103.8785259,0.024382552,1.813022299
SLS,BLK 4 SAGO LANE CAR PARK,29074.9041,29346.72,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.281669743,103.842977,0.022369357,1.812401854
SL1,BLK 2 EAST COAST ROAD,38051.043,32673.7969,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.311756893,103.9236321,0.022894477,1.813809551
SL2,BLK 3 EAST COAST ROAD,37997.8555,32648.7539,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.311530432,103.9231542,0.022890524,1.81380121
SMM,BLK 53A STRATHMORE AVENUE,25134.7721,30633.5635,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.293307336,103.8075733,0.022572471,1.811783943
SM1,BLK 22 SIN MING ROAD,28668.8008,37777.1992,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.357911669,103.8393282,0.02370003,1.81233817
SM2,BLK 23/24 SIN MING ROAD,28336.3289,37439.3599,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.35485639,103.8363407,0.023646705,1.812286028
SM3,BLK 25 SIN MING ROAD,28639.6889,37421.9282,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.35469874,103.8390666,0.023643953,1.812333604
SM4,BLK 26 SIN MING ROAD,28813.9023,37593.4766,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.356250151,103.840632,0.023671031,1.812360926
SM5,"BLK 1-21, 27-36 SIN MING INDUSTRIAL ESTATE",28553.6907,37871.1114,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.358760975,103.8382939,0.023714853,1.812320118
SM6,BLK 37/39 SIN MING DRIVE,28512.4336,38159.9961,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.361373534,103.8379231,0.023760451,1.812313647
SM7,SIN MING ESTATE LORRY PARK,28738.8516,37892.6719,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.358955956,103.8399577,0.023718256,1.812349157
SM8,BLK 22A SIN MING ROAD,28636,37711.8984,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.357321115,103.8390335,0.023689722,1.812333027
SM9,BLK 24A SIN MING ROAD,28392.1992,37509.3008,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.355488907,103.8368427,0.023657744,1.81229479
SPM,BLK 108 SPOTTISWOODE PARK MSCP,28257.4232,28489.7651,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.273919797,103.8356316,0.022234095,1.812273652
SPS,BLK 101/102 SPOTTISWOODE PARK CAR PARK,28317.6841,28619.0984,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.275089436,103.8361731,0.022254509,1.812283103
SRS,BLK 1-2 SPOONER ROAD,27693.5872,28667.6456,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.275528478,103.8305653,0.022262172,1.812185229
SR1,BLK 10 SELEGIE ROAD CAR PARK,29950.6152,31769.9941,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.303584836,103.8508458,0.022751847,1.81253919
SR2,"BLK 8, 9 SELEGIE ROAD CAR PARK",29972.231,31722.9193,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,1.303159109,103.85104,0.022744417,1.81254258
STAM,BLK 56A STRATHMORE AVENUE,25398.1488,30582.3365,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.292844082,103.8099398,0.022564386,1.811825246
STM1,BLK 169A STIRLING ROAD,24647.2485,30296.4074,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.290258181,103.8031927,0.022519253,1.811707487
STM2,BLK 171A STIRLING ROAD,24703.9688,30248.287,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.289823005,103.8037024,0.022511658,1.811716383
STM3,BLK 168-171 STIRLING ROAD,24662.1367,30248.061,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.289820957,103.8033265,0.022511622,1.811709822
S100,BLK 472 FERNVALE STREET,33389.4309,42083.5415,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.39685601,103.8817469,0.024379737,1.813078516
S101,BLK 470 FERNVALE LINK,33130.4351,42095.6631,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.39696568,103.8794197,0.024381651,1.813037899
S102,BLK 164 RIVERVALE CRESCENT,36266.5706,41244.503,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.38926741,103.9076001,0.02424729,1.81352974
S103,BLK 293 COMPASSVALE CRESCENT,34893.8942,42020.8824,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.396289027,103.8952657,0.024369841,1.813314464
S104,BLK 215 COMPASSVALE DRIVE,34646.1641,41344.5826,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.390172905,103.8930395,0.024263094,1.813275609
S105,BLK 217 COMPASSVALE DRIVE,34802.6901,41291.5425,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.389693195,103.894446,0.024254722,1.813300157
S106,BLK 278 COMPASSVALE BOW,34314.2055,40371.5986,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.381373706,103.8900564,0.024109519,1.813223544
S108,BLK 289 COMPASSVALE CRESCENT,35079.2659,42220.4007,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.398093344,103.8969315,0.024401332,1.813343537
S19L,BLK 501B WELLINGTON CIRCLE,26619.279,48110.2064,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,1.4513592,103.8209114,0.025330997,1.812016736
S24L,BLK 507A WELLINGTON CIRCLE,26930.1313,48308.6929,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,1.453154245,103.8237047,0.025362326,1.812065489
S28L,BLK 489 ADMIRALTY LINK,26156.746,48492.1384,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,1.454813211,103.816755,0.025391281,1.811944193
S30L,SENGKANG EAST WAY,34845.4319,41829.1525,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,1.394555111,103.8948302,0.024339578,1.813306863
S39L,BLK 542A/542 SERANGOON NORTH AVENUE 4,32277.158,39545.2552,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,1.373900957,103.8717519,0.023979095,1.81290407
TAM1,BLK 507 TAMPINES CENTRAL 1,40534.8059,37474.7126,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.355173473,103.9459519,0.023652239,1.814199105
TAM2,BLK 475 TAMPINES STREET 44,41336.4164,38040.1724,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.360286907,103.9531551,0.023741485,1.814324824
TBCM,BLK 16A TELOK BLANGAH CRESCENT,26647.3174,28883.7936,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.277483208,103.8211642,0.022296288,1.812021149
TBC2,BLK 23A TELOK BLANGAH CRESCENT,26584.8423,28673.052,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.275577341,103.8206029,0.022263024,1.812011352
TBC3,BLK 3A TELOK BLANGAH CRESCENT,26250.7351,29047.8645,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.278966982,103.8176008,0.022322185,1.811958955
TBK,BLK 84 TELOK BLANGAH HTS,25410.0758,28869.5953,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,1.277354727,103.8100472,0.022294046,1.81182712
TBM,BLK 48A TELOK BLANGAH DRIVE,25479.2441,28253.7507,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.271785277,103.8106687,0.02219684,1.811837968
TBMT,BLK 80 TELOK BLANGAH ST 31,25059.9661,28475.4537,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.273790235,103.8069013,0.022231834,1.811772214
TBM2,BLK 73A TELOK BLANGAH STREET 32,25318.3879,28642.2103,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.275298339,103.8092233,0.022258155,1.811812741
TBM3,BLK 78A TELOK BLANGAH STREET 32,25290.5101,28428.7979,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.273368319,103.8089728,0.02222447,1.811808368
TBM4,BLK 88A TELOK BLANGAH HEIGHTS,25161.2846,28863.4912,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.277299503,103.8078117,0.022293082,1.811788103
TBM5,BLK 57A TELOK BLANGAH HEIGHTS,25599.7585,28608.3876,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.274992483,103.8117515,0.022252817,1.811856866
TBM6,BLK 52A TELOK BLANGAH DR,25528.5116,28424.2252,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.273326985,103.8111114,0.022223748,1.811845694
TBM7,BLK 70 TELOK BLANGAH HEIGHTS,25497.8422,28748.5546,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,NO,YES,1.27626009,103.8108358,0.022274941,1.811840884
TB1,BLK 1/2/3/4/6 TELOK BLANGAH CRES,26353.5939,28982.3606,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.278374596,103.818525,0.022311846,1.811975086
TB10,BLK 38/40 TELOK BLANGAH RISE,26874.703,28321.7568,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.272400377,103.8232074,0.022207576,1.812056809
TB11,BLK 42/43 TELOK BLANGAH RISE,26911.2155,28123.4116,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.270606623,103.8235355,0.022176269,1.812062536
TB14,BLK 113/114 DEPOT ROAD,25109.3906,29363.2539,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.281819155,103.8073453,0.022371965,1.811779963
TB17,BLK 50/71 TELOK BLANGAH DRIVE,25740.9065,28588.0794,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.274808834,103.8130198,0.022249611,1.811879002
TB18,BLK 72/74/84 TELOK BLANGAH DRIVE,25383.8683,28775.7738,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.276506241,103.8098117,0.022279237,1.81182301
TB19,BLK 75/76 TELOK BLANGAH DRIVE,25261.3047,28571.479,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.274658668,103.8087104,0.022246991,1.811803789
TB2,BLK 8-10 TELOK BLANGAH CRES,26444.3594,28892.7324,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.277564038,103.8193406,0.022297699,1.811989321
TB22,BLK 79/80/81 TELOK BLANGAH DRIVE,25135.612,28488.1817,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.273905349,103.807581,0.022233843,1.811784077
TB23,DEPOT ROAD LORRY PARK,25985.6543,29309.834,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,1.281336115,103.8152189,0.022363534,1.811917383
TB27,BLK 4001-4008 DEPOT LANE,25595.8755,29374.1443,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.281917684,103.8117166,0.022373684,1.811856257
TB28,BLK 45 TELOK BLANGAH DRIVE,25306,28279.5996,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.27201903,103.809112,0.02220092,1.811810798
TB29,BLK 45 & 79 ALONG TELOK BLANGAH DRIVE,25069.197,28402.4038,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.273129602,103.8069843,0.022220303,1.811773663
TB3,BLK 12/22 TELOK BLANGAH CRES,26458.5039,28811.9141,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.27683315,103.8194677,0.022284942,1.811991539
TB4A,BLK 18 & 19 TELOK BLANGAH CRESCENT,26789.3262,28899.8419,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,1.277628349,103.8224402,0.022298821,1.812043419
TB6,BLK 27/33 TELOK BLANGAH WAY,26757.168,28492.5299,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.273944778,103.8221513,0.022234531,1.812038377
TB7,BLK 29/32 TELOK BLANGAH RISE,26673.4648,28437.3189,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.273445468,103.8213992,0.022225816,1.81202525
TB8,BLK 30/31 TELOK BLANGAH RISE,26601.755,28348.037,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.272638034,103.8207549,0.022211724,1.812014005
TB9,BLK 32/35 TELOK BLANGAH RISE,26766.3105,28419.3515,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.273282981,103.8222334,0.02222298,1.81203981
TE1,BLK 115-117 JALAN BUKIT MERAH,27236.0312,29306.6816,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.281307661,103.826454,0.022363037,1.812113473
TE13,BLK 78/80 MOH GUAN TERRACE/CHAY YAN STREET,27694.6129,29518.2043,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.283220597,103.8305746,0.022396424,1.812185391
TE14,BLK 140/142 JALAN BUKIT MERAH,27503.2019,28827.5456,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.276974549,103.8288547,0.02228741,1.812155373
TE2,BLK 105-107 JALAN BUKIT MERAH,27083.1099,29159.4607,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,1.279976249,103.82508,0.0223398,1.812089492
TE21,BLK 76 GUAN CHUAN STREET,27806.9987,29492.094,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,1.282984466,103.8315844,0.022392303,1.812203015
TE22,BLK 66/73 ENG WATT STREET,27918.1167,29540.7605,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.283424588,103.8325828,0.022399985,1.812220441
TE23,BLK 59 ENG HOON STREET,28023.0859,29632.3616,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.284252992,103.833526,0.022414443,1.812236903
TE24,KIM PONG ROAD,27642.8184,29641.8672,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.284338955,103.8301092,0.022415943,1.812177268
TE25,BLK 17/31/141/150 KAMPONG BAHRU ROAD,27718.3359,28870.7891,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.277365629,103.8307877,0.022294236,1.81218911
TE26,KERBSIDE TIONG BAHRU EST,27725.5076,29745.9783,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.285280495,103.8308522,0.022432376,1.812190236
TE27,"BLK 77, 72, 71 & 58 SENG POH ROAD",27803.2031,29566.7725,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.283659829,103.8315503,0.02240409,1.81220242
TE28,BLK 81 TIONG POH ROAD/KENG KIAT STREET,27925.02,29451.2566,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.28261515,103.8326449,0.022385857,1.812221525
TE29,BLK 79 PENG NGUAN STREET/CHAY YAN STREET,27776.6895,29392.8223,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,1.282086692,103.831312,0.022376634,1.812198261
TE3,BLK 108/110/112 JALAN BUKIT MERAH,27201.2559,29132.8223,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.279735345,103.8261416,0.022335595,1.812108021
TE30,BLK 78 & 79 YONG SIAK STREET/MOH GUAN TERRACE,27652.541,29480.3242,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,1.282878024,103.8301965,0.022390445,1.812178792
TE4,BLK 132-138 JALAN BUKIT MERAH,27390.6755,28981.1406,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.278363599,103.8278436,0.022311654,1.812137726
TE9,BLK 61/69 SENG POH LANE,27961.4701,29590.094,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.28387074,103.8329724,0.022407772,1.812227241
TGML,BLK 64 AND 65 TEBAN GARDENS RD,17541.2774,33778.08,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,1.321743442,103.7393415,0.023068775,1.810593073
TGM1,BLK 63A TEBAN GARDENS RD,17489.3829,33707.3408,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.321103688,103.7388752,0.023057609,1.810584935
TGM2,BLK 61 TEBAN GARDENS RD,17424.7554,33821.7982,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.322138772,103.7382945,0.023075675,1.810574799
TGM3,BLK 22A TEBAN GARDENS RD,17539.8244,33945.2298,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.323255076,103.7393284,0.023095158,1.810592844
TGM4,BLK 57A TEBAN GARDENS RD,17308.7145,33863.5119,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.322515973,103.7372518,0.023082258,1.810556601
TG1,BLK 24 & 25 TEBAN GARDENS,17351.3149,33950.9498,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.32330674,103.7376345,0.02309606,1.81056328
TG2,BLK 49 TO 54 TEBAN GARDENS,17349.85,33757.488,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.32155715,103.7376214,0.023065524,1.810563052
TG3,BLK 30/31/46/48 TEBAN GARDENS,17500.7539,33654.8242,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.320628753,103.7389774,0.02304932,1.810586718
TG6,"BLK 32, 39/41 TEBAN GARDENS",17736.171,33786.4157,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.321818893,103.7410927,0.023070092,1.810623637
TG7,BLK 33/38/43/45 TEBAN GARDENS,17869.5236,33600.6696,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.320139125,103.742291,0.023040774,1.810644552
THM,BLK 37B COMMONWEALTH DRIVE,24057.579,31174.2517,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.298196989,103.7978942,0.022657812,1.81161501
TJ1K,ALONG YUNG SHENG ROAD,15558.467,35156.0339,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.334204344,103.7215244,0.023286259,1.810282106
TJ18,BLK 63-66 YUNG KUANG ROAD,15662.8289,34894.8007,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.331841902,103.7224622,0.023245026,1.810298474
TJ27,BLK 151/154 YUNG HO ROAD,15511.2925,34359.6614,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.327002262,103.7211008,0.023160559,1.810274713
TJ28,BLK 364 YUNG AN ROAD,15439.9056,35477.7143,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.337113439,103.7204589,0.023337032,1.810263509
TJ29,BLK 155A YUNG LOH ROAD,15641.4572,34478.8163,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.328079902,103.7222703,0.023179367,1.810295124
TJ30,BLK 163A YUNG PING ROAD,15638.0002,34701.6525,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.330095139,103.7222392,0.02321454,1.810294582
TJ31,BLK 331A KANG CHING ROAD,15708.2643,35640.7797,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.338588245,103.7228702,0.023362772,1.810305595
TJ32,BLK 346A KANG CHING ROAD,15409.2144,35801.6725,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.34004317,103.720183,0.023388165,1.810258694
TJ33,BLK 328A TAH CHING ROAD,15750.5079,35476.5566,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.337103097,103.7232498,0.023336851,1.81031222
TJ34,BLK 115A HO CHING ROAD,15890.6458,35127.1903,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.333943629,103.7245092,0.023281708,1.810334201
TJ35,BLK 183A CORPORATION DRIVE,15665.26,35011.1747,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.332894341,103.722484,0.023263395,1.810298854
TJ36,BLK 121A YUAN CHING RD,15892.9516,35376.8603,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.336201542,103.7245298,0.023321116,1.81033456
TJ37,BLK 337 TAH CHING ROAD,15670.2177,35606.278,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.338276211,103.7225283,0.023357326,1.810299627
TJ38,175 YUNG KUANG ROAD,15586.8737,34946.2629,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.332307274,103.7217797,0.023253149,1.810286562
TJ39,138 YUAN CHING ROAD,15758.1435,34451.3136,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.327831226,103.7233188,0.023175027,1.810313424
TM10,BLK 331A TAMPINES STREET 32,42126.6048,37272.8556,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.353347252,103.9602551,0.023620365,1.814448743
